(1, 14, 0.0071119212678743471, 0.014871722794322294)
(1, 14, 0.0068985636298381165, 0.014425571110492625)
(1, 14, 0.0066916067209429738, 0.013992803977177845)
(6, 23, 0.016578877875468752, 0.0070931624355250042)
(1, 14, 0.0061871162429006973, 0.01332645340898052)
(6, 23, 0.01585278498907081, 0.0065945527407599118)
(1, 14, 0.0057148998396430728, 0.012695861547082131)
(1, 17, 0.0060047182038671211, 0.014191056742212637)
(6, 23, 0.01495790363473262, 0.0058654780172019434)
(1, 17, 0.0055679190948730948, 0.013565033779111696)
(6, 23, 0.014317166991700048, 0.0054426928158211093)
(1, 14, 0.004684765064579521, 0.011230660643851066)
(6, 23, 0.013707579645009519, 0.0050469967589529194)
(1, 18, 0.0048374810529093239, 0.013198616073608076)
(6, 23, 0.013130150327489534, 0.0046758970501836646)
(1, 14, 0.0039433167699629533, 0.010243101402090046)
(6, 23, 0.012579903145508617, 0.00432890250768239)
(1, 18, 0.0041191181307467829, 0.012184489063625393)
(6, 23, 0.012058600599190193, 0.0040035341655703582)
(1, 18, 0.0038054234259663096, 0.011679208142670471)
(6, 23, 0.011562830938064823, 0.0036990462984373205)
(1, 14, 0.0029946001621158902, 0.0089596071435928456)
(1, 18, 0.0033846108848423679, 0.010929898462895484)
(6, 23, 0.010969527330889217, 0.0032456895175163479)
(1, 14, 0.0026317983205923377, 0.0083264350040360355)
(6, 26, 0.0096254922816183079, 0.002876451903482465)
(1, 18, 0.0028479035952365885, 0.010130140285220204)
(6, 23, 0.010134539173034628, 0.0027409111003670866)
(1, 14, 0.0021512604982168284, 0.007634557054424806)
(6, 23, 0.0097328526258716325, 0.0025171873189777463)
(1, 18, 0.0023787402741932188, 0.0094038353784124031)
(6, 20, 0.010513910332348423, 0.0023881516914407677)
(1, 18, 0.0021776041520641886, 0.0090332239350091048)
(6, 26, 0.0081952877564432369, 0.0019973594050007892)
(1, 14, 0.0015394848578418681, 0.0067313375235303254)
(6, 20, 0.0097910161180642056, 0.0019958918966509784)
(1, 22, 0.0019678958913248159, 0.011453192969232494)
